KOD POCZTOWY;MIEJSCOWOŚĆ;WOJEWÓDZTWO;POWIAT
42-672;Wieszowa;śląskie;tarnogórski
42-674;Zbrosławice;śląskie;tarnogórski
42-675;Ziemięcice;śląskie;tarnogórski
42-677;Czekanów;śląskie;tarnogórski
42-690;Tworóg;śląskie;tarnogórski
42-693;Krupski Młyn;śląskie;tarnogórski
42-700;Lubliniec;śląskie;lubliniecki
42-713;Kochanowice;śląskie;lubliniecki
42-714;Lisów;śląskie;lubliniecki
42-772;Pawonków;śląskie;lubliniecki
42-790;Sieraków Śląski;śląskie;lubliniecki
42-793;Ciasna;śląskie;lubliniecki
43-100;Tychy;śląskie;Miasto Tychy
43-140;Lędziny;śląskie;bieruńsko-lędziński
43-150;Bieruń;śląskie;bieruńsko-lędziński
43-170;Łaziska Górne;śląskie;mikołowski
43-175;Wyry;śląskie;mikołowski
43-176;Gostyń;śląskie;mikołowski
43-178;Ornontowice;śląskie;mikołowski
43-180;Orzesze;śląskie;mikołowski
43-200;Pszczyna;śląskie;pszczyński
43-210;Kobiór;śląskie;pszczyński
43-211;Piasek;śląskie;pszczyński
43-215;Jankowice;śląskie;pszczyński
43-220;Bojszowy;śląskie;bieruńsko-lędziński
43-225;Wola;śląskie;pszczyński
43-227;Miedźna;śląskie;pszczyński
43-229;Ćwiklice;śląskie;pszczyński
43-230;Goczałkowice-Zdrój;śląskie;pszczyński
43-241;Łąka;śląskie;pszczyński
43-243;Wisła Wielka;śląskie;pszczyński
43-245;Studzionka;śląskie;pszczyński
43-246;Strumień;śląskie;cieszyński
43-250;Pawłowice;śląskie;pszczyński
43-252;Golasowice;śląskie;pszczyński
43-254;Warszowice;śląskie;pszczyński
43-265;Mizerów;śląskie;pszczyński
43-267;Suszec;śląskie;pszczyński
43-300;Bielsko-Biała;śląskie;Miasto Bielsko-Biała
43-330;Wilamowice;śląskie;bielski
43-331;Dankowice;śląskie;bielski
43-332;Pisarzowice;śląskie;bielski
43-340;Kozy;śląskie;bielski
43-353;Porąbka;śląskie;bielski
43-354;Czaniec;śląskie;bielski
43-356;Kobiernice;śląskie;bielski
43-360;Bystra Śląska;śląskie;bielski
43-365;Wilkowice;śląskie;bielski
43-370;Szczyrk;śląskie;bielski
43-374;Buczkowice;śląskie;bielski
43-376;Godziszka;śląskie;bielski
43-378;Rybarzowice;śląskie;bielski
43-384;Jaworze;śląskie;bielski
43-385;Jasienica;śląskie;bielski
43-386;Świętoszówka;śląskie;bielski
43-391;Mazańcowice;śląskie;bielski
43-392;Międzyrzecze;śląskie;bielski
43-394;Rudzica;śląskie;bielski
43-400;Cieszyn;śląskie;cieszyński
43-410;Zebrzydowice;śląskie;cieszyński
43-417;Kaczyce;śląskie;cieszyński
43-418;Pogwizdów;śląskie;cieszyński
43-419;Hażlach;śląskie;cieszyński
43-424;Drogomyśl;śląskie;cieszyński
43-426;Dębowiec;śląskie;cieszyński
43-430;Skoczów;śląskie;cieszyński
43-436;Górki Wielkie;śląskie;cieszyński
43-438;Brenna;śląskie;cieszyński
43-440;Goleszów;śląskie;cieszyński
43-445;Dzięgielów;śląskie;cieszyński
43-450;Ustroń;śląskie;cieszyński
43-460;Wisła;śląskie;cieszyński
43-470;Istebna;śląskie;cieszyński
43-474;Koniaków;śląskie;cieszyński
43-476;Jaworzynka;śląskie;cieszyński
43-500;Czechowice-Dziedzice;śląskie;bielski
43-512;Bestwina;śląskie;bielski
43-516;Zabrzeg;śląskie;bielski
43-518;Ligota;śląskie;bielski
43-520;Chybie;śląskie;cieszyński
43-523;Pruchna;śląskie;cieszyński
43-600;Jaworzno;śląskie;Miasto Jaworzno
44-100;Gliwice;śląskie;Miasto Gliwice
44-120;Pyskowice;śląskie;gliwicki
44-144;Żernica;śląskie;gliwicki
44-145;Pilchowice;śląskie;gliwicki
44-153;Sośnicowice;śląskie;gliwicki
44-156;Sierakowice;śląskie;gliwicki
44-160;Rudziniec;śląskie;gliwicki
44-171;Pławniowice;śląskie;gliwicki
44-172;Poniszowice;śląskie;gliwicki
44-177;Paniówki;śląskie;gliwicki
44-178;Przyszowice;śląskie;gliwicki
44-180;Toszek;śląskie;gliwicki
44-186;Gierałtowice;śląskie;gliwicki
44-187;Wielowieś;śląskie;gliwicki
44-189;Wilcza;śląskie;gliwicki
44-190;Knurów;śląskie;gliwicki
44-200;Rybnik;śląskie;Miasto Rybnik
44-230;Czerwionka-Leszczyny;śląskie;rybnicki
44-240;Żory;śląskie;Miasto Żory
44-246;Palowice;śląskie;rybnicki
44-264;Jankowice Rybnickie;śląskie;rybnicki
44-266;Świerklany Górne;śląskie;rybnicki
44-268;Jastrzębie-Zdrój;śląskie;Miasto Jastrzębie-Zdrój
44-280;Rydułtowy;śląskie;wodzisławski
44-282;Czernica;śląskie;rybnicki
44-284;Pstrążna;śląskie;rybnicki
44-285;Kornowac;śląskie;raciborski
44-286;Wodzisław Śląski;śląskie;wodzisławski
44-290;Jejkowice;śląskie;rybnicki
44-293;Gaszowice;śląskie;rybnicki
44-295;Lyski;śląskie;rybnicki
44-310;Radlin;śląskie;wodzisławski
44-321;Marklowice;śląskie;wodzisławski
44-323;Połomia;śląskie;wodzisławski
44-325;Mszana;śląskie;wodzisławski
44-340;Godów;śląskie;wodzisławski
44-341;Gołkowice;śląskie;wodzisławski
44-348;Skrzyszów;śląskie;wodzisławski
44-350;Gorzyce;śląskie;wodzisławski
44-351;Turza Śląska;śląskie;wodzisławski
44-352;Czyżowice;śląskie;wodzisławski
44-360;Lubomia;śląskie;wodzisławski
44-362;Rogów;śląskie;wodzisławski
44-370;Pszów;śląskie;wodzisławski
45-001;Opole;opolskie;Miasto Opole
46-020;Czarnowąsy;opolskie;opolski
46-021;Brzezie;opolskie;opolski
46-022;Luboszyce;opolskie;opolski
46-023;Osowiec Śląski;opolskie;opolski
46-024;Łubniany;opolskie;opolski
46-030;Murów;opolskie;opolski
46-034;Pokój;opolskie;namysłowski
46-037;Karłowice;opolskie;opolski
46-040;Ozimek;opolskie;opolski
46-042;Szczedrzyk;opolskie;opolski
46-043;Dylaki;opolskie;opolski
46-045;Turawa;opolskie;opolski
46-046;Ligota Turawska;opolskie;opolski
46-047;Radawie;opolskie;oleski
46-048;Zębowice;opolskie;oleski
46-050;Tarnów Opolski;opolskie;opolski
46-053;Chrząstowice;opolskie;opolski
46-060;Prószków;opolskie;opolski
46-061;Źlinice;opolskie;opolski
46-070;Komprachcice;opolskie;opolski
46-073;Chróścina;opolskie;opolski
46-080;Chróścice;opolskie;opolski
46-081;Dobrzeń Wielki;opolskie;opolski
46-082;Kup;opolskie;opolski
46-083;Stare Siołkowice;opolskie;opolski
46-090;Popielów;opolskie;opolski
46-100;Namysłów;opolskie;namysłowski
46-112;Świerczów;opolskie;namysłowski
46-113;Wilków;opolskie;namysłowski
46-115;Bukowie;opolskie;namysłowski
46-125;Idzikowice;opolskie;namysłowski
46-134;Głuszyna;opolskie;namysłowski
46-142;Bukowa Śląska;opolskie;namysłowski
46-146;Domaszowice;opolskie;namysłowski
46-166;Ligota Książęca;opolskie;namysłowski
46-200;Kluczbork;opolskie;kluczborski
46-211;Kujakowice Górne;opolskie;kluczborski
46-220;Byczyna;opolskie;kluczborski
46-233;Bąków;opolskie;kluczborski
46-243;Bogacica;opolskie;kluczborski
46-250;Wołczyn;opolskie;kluczborski
46-255;Wierzbica Górna;opolskie;kluczborski
46-262;Skałągi;opolskie;kluczborski
46-264;Krzywiczyny;opolskie;kluczborski
46-275;Chudoba;opolskie;kluczborski
46-280;Lasowice Małe;opolskie;kluczborski
46-282;Lasowice Wielkie;opolskie;kluczborski
46-300;Olesno;opolskie;oleski
46-310;Gorzów Śląski;opolskie;oleski
46-312;Bodzanowice;opolskie;oleski
46-320;Praszka;opolskie;oleski
46-321;Dalachów;opolskie;oleski
46-324;Kościeliska;opolskie;oleski
46-325;Rudniki;opolskie;oleski
46-331;Radłów;opolskie;oleski
46-333;Sternalice;opolskie;oleski
46-375;Pludry;opolskie;oleski
46-380;Dobrodzień;opolskie;oleski
47-100;Strzelce Opolskie;opolskie;strzelecki
47-110;Kolonowskie;opolskie;strzelecki
47-120;Zawadzkie;opolskie;strzelecki
47-126;Kielcza;opolskie;strzelecki
47-133;Jemielnica;opolskie;strzelecki
47-134;Błotnica Strzelecka;opolskie;strzelecki
47-143;Ujazd;opolskie;strzelecki
47-150;Leśnica;opolskie;strzelecki
47-154;Góra Świętej Anny;opolskie;strzelecki
47-161;Szymiszów;opolskie;strzelecki
47-171;Rozmierz;opolskie;strzelecki
47-175;Kadłub;opolskie;strzelecki
47-180;Izbicko;opolskie;strzelecki
47-200;Kędzierzyn-Koźle;opolskie;kędzierzyńsko-kozielski
47-208;Reńska Wieś;opolskie;kędzierzyńsko-kozielski
47-214;Poborszów;opolskie;kędzierzyńsko-kozielski
47-240;Bierawa;opolskie;kędzierzyńsko-kozielski
47-244;Dziergowice;opolskie;kędzierzyńsko-kozielski
47-246;Kotlarnia;opolskie;kędzierzyńsko-kozielski
47-253;Cisek;opolskie;kędzierzyńsko-kozielski
47-260;Polska Cerekiew;opolskie;kędzierzyńsko-kozielski
47-263;Zakrzów;opolskie;kędzierzyńsko-kozielski
47-270;Gościęcin;opolskie;kędzierzyńsko-kozielski
47-280;Pawłowiczki;opolskie;kędzierzyńsko-kozielski
47-300;Krapkowice;opolskie;krapkowicki
47-316;Górażdże;opolskie;krapkowicki
47-320;Gogolin;opolskie;krapkowicki
47-325;Kamień Śląski;opolskie;krapkowicki
47-330;Zdzieszowice;opolskie;krapkowicki
47-340;Twardawa;opolskie;prudnicki
47-344;Walce;opolskie;krapkowicki
47-364;Strzeleczki;opolskie;krapkowicki
47-370;Zielina;opolskie;krapkowicki
47-400;Racibórz;śląskie;raciborski
47-411;Rudnik;śląskie;raciborski
47-420;Kuźnia Raciborska;śląskie;raciborski
47-430;Rudy;śląskie;raciborski
47-435;Raszczyce;śląskie;rybnicki
47-440;Nędza;śląskie;raciborski
47-450;Krzyżanowice;śląskie;raciborski
47-451;Tworków;śląskie;raciborski
47-460;Chałupki;śląskie;raciborski
47-470;Krzanowice;śląskie;raciborski
47-480;Pietrowice Wielkie;śląskie;raciborski
48-100;Głubczyce;opolskie;głubczycki
48-118;Lisięcice;opolskie;głubczycki
48-120;Baborów;opolskie;głubczycki
48-130;Kietrz;opolskie;głubczycki
48-133;Nowa Cerekwia;opolskie;głubczycki
48-140;Branice;opolskie;głubczycki
48-145;Zubrzyce;opolskie;głubczycki
48-200;Prudnik;opolskie;prudnicki
48-210;Biała;opolskie;prudnicki
48-217;Gostomia;opolskie;prudnicki
48-220;Łącznik;opolskie;prudnicki
48-231;Lubrza;opolskie;prudnicki
48-250;Głogówek;opolskie;prudnicki
48-267;Jarnołtówek;opolskie;nyski
48-300;Nysa;opolskie;nyski
48-314;Pakosławice;opolskie;nyski
48-315;Jasienica Dolna;opolskie;nyski
48-316;Łambinowice;opolskie;nyski
48-317;Korfantów;opolskie;nyski
48-319;Chróścina;opolskie;nyski
48-320;Skoroszyce;opolskie;nyski
48-321;Niwnica;opolskie;nyski
48-324;Przechód;opolskie;nyski
48-325;Ścinawa Mała;opolskie;nyski
48-330;Nowy Świętów;opolskie;nyski
48-340;Głuchołazy;opolskie;nyski
48-351;Biała Nyska;opolskie;nyski
48-355;Burgrabice;opolskie;nyski
48-364;Kałków;opolskie;nyski
48-370;Paczków;opolskie;nyski
48-381;Goświnowice;opolskie;nyski
48-385;Otmuchów;opolskie;nyski
48-387;Karłowice Wielkie;opolskie;nyski
48-388;Kamiennik;opolskie;nyski
49-100;Niemodlin;opolskie;opolski
49-120;Dąbrowa;opolskie;opolski
49-130;Tułowice;opolskie;opolski
49-156;Gracze;opolskie;opolski
49-200;Grodków;opolskie;brzeski
49-300;Brzeg;opolskie;brzeski
49-312;Szydłowice;opolskie;brzeski
49-313;Lubsza;opolskie;brzeski
49-314;Pisarzowice;opolskie;brzeski
49-315;Mąkoszyce;opolskie;brzeski
49-318;Skarbimierz;opolskie;brzeski
49-330;Łosiów;opolskie;brzeski
49-332;Olszanka;opolskie;brzeski
49-340;Lewin Brzeski;opolskie;brzeski
49-345;Skorogoszcz;opolskie;brzeski
49-351;Przylesie;opolskie;brzeski
50-001;Wrocław;dolnośląskie;Miasto Wrocław
55-002;Kamieniec Wrocławski;dolnośląskie;wrocławski
55-003;Czernica;dolnośląskie;wrocławski
55-010;Święta Katarzyna;dolnośląskie;wrocławski
55-011;Siechnice;dolnośląskie;wrocławski
55-015;Radwanice;dolnośląskie;wrocławski
55-020;Żórawina;dolnośląskie;wrocławski
55-040;Kobierzyce;dolnośląskie;wrocławski
55-041;Tyniec Mały;dolnośląskie;wrocławski
55-042;Gniechowice;dolnośląskie;wrocławski
55-045;Rogów Sobócki;dolnośląskie;wrocławski
55-050;Sobótka;dolnośląskie;wrocławski
55-065;Jordanów Śląski;dolnośląskie;wrocławski
55-070;Smolec;dolnośląskie;wrocławski
55-075;Bielany Wrocławskie;dolnośląskie;wrocławski
55-080;Kąty Wrocławskie;dolnośląskie;wrocławski
55-081;Mietków;dolnośląskie;wrocławski
55-090;Długołęka;dolnośląskie;wrocławski
55-091;Borowa;dolnośląskie;wrocławski
55-093;Kiełczów;dolnośląskie;wrocławski
55-094;Łozina;dolnośląskie;wrocławski
55-095;Mirków;dolnośląskie;wrocławski
55-100;Trzebnica;dolnośląskie;trzebnicki
55-106;Zawonia;dolnośląskie;trzebnicki
55-110;Prusice;dolnośląskie;trzebnicki
55-114;Wisznia Mała;dolnośląskie;trzebnicki
55-120;Oborniki Śląskie;dolnośląskie;trzebnicki
55-124;Pęgów;dolnośląskie;trzebnicki
55-130;Skokowa;dolnośląskie;trzebnicki
55-140;Żmigród;dolnośląskie;trzebnicki
55-200;Oława;dolnośląskie;oławski
55-206;Minkowice Oławskie;dolnośląskie;oławski
55-216;Domaniów;dolnośląskie;oławski
55-220;Jelcz-Laskowice;dolnośląskie;oławski
55-300;Środa Śląska;dolnośląskie;średzki
55-311;Kostomłoty;dolnośląskie;średzki
55-318;Szczepanów;dolnośląskie;średzki
55-320;Malczyce;dolnośląskie;średzki
55-330;Miękinia;dolnośląskie;średzki
55-333;Lutynia;dolnośląskie;średzki
55-334;Mrozów;dolnośląskie;średzki
55-340;Udanin;dolnośląskie;średzki
55-341;Ujazd Górny;dolnośląskie;średzki
56-100;Wołów;dolnośląskie;wołowski
56-110;Lubiąż;dolnośląskie;wołowski
56-120;Brzeg Dolny;dolnośląskie;wołowski
56-150;Krzelów;dolnośląskie;wołowski
56-160;Wińsko;dolnośląskie;wołowski
56-200;Góra;dolnośląskie;górowski
56-209;Jemielno;dolnośląskie;górowski
56-210;Wąsosz;dolnośląskie;górowski
56-215;Niechlów;dolnośląskie;górowski
56-300;Milicz;dolnośląskie;milicki
56-305;Kuźnica Czeszycka;dolnośląskie;milicki
56-306;Sułów;dolnośląskie;milicki
56-320;Krośnice;dolnośląskie;milicki
56-330;Cieszków;dolnośląskie;milicki
56-400;Oleśnica;dolnośląskie;oleśnicki
56-404;Wabienice;dolnośląskie;oleśnicki
56-410;Dobroszyce;dolnośląskie;oleśnicki
56-416;Twardogóra;dolnośląskie;oleśnicki
56-417;Goszcz;dolnośląskie;oleśnicki
56-420;Bierutów;dolnośląskie;oleśnicki
56-500;Syców;dolnośląskie;oleśnicki
56-504;Dziadowa Kłoda;dolnośląskie;oleśnicki
56-513;Międzybórz;dolnośląskie;oleśnicki
57-100;Strzelin;dolnośląskie;strzeliński
57-110;Borek Strzeliński;dolnośląskie;strzeliński
57-120;Wiązów;dolnośląskie;strzeliński
57-130;Przeworno;dolnośląskie;strzeliński
57-150;Prusy;dolnośląskie;strzeliński
57-160;Borów;dolnośląskie;strzeliński
57-200;Ząbkowice Śląskie;dolnośląskie;ząbkowicki
57-210;Henryków;dolnośląskie;ząbkowicki
57-211;Ciepłowody;dolnośląskie;ząbkowicki
57-215;Srebrna Góra;dolnośląskie;ząbkowicki
57-220;Ziębice;dolnośląskie;ząbkowicki
57-230;Kamieniec Ząbkowicki;dolnośląskie;ząbkowicki
57-250;Złoty Stok;dolnośląskie;ząbkowicki
57-251;Laski;dolnośląskie;ząbkowicki
57-256;Bardo;dolnośląskie;ząbkowicki
57-300;Kłodzko;dolnośląskie;kłodzki
57-320;Polanica-Zdrój;dolnośląskie;kłodzki
57-330;Szczytna;dolnośląskie;kłodzki
57-340;Duszniki-Zdrój;dolnośląskie;kłodzki
57-343;Lewin Kłodzki;dolnośląskie;kłodzki
57-350;Kudowa Zdrój;dolnośląskie;kłodzki
57-360;Ołdrzychowice Kłodzkie;dolnośląskie;kłodzki
57-362;Krosnowice;dolnośląskie;kłodzki
57-400;Nowa Ruda;dolnośląskie;kłodzki
57-408;Tłumaczów;dolnośląskie;kłodzki
57-410;Ścinawka Średnia;dolnośląskie;kłodzki
57-420;Radków;dolnośląskie;kłodzki
57-431;Wolibórz;dolnośląskie;kłodzki
57-450;Ludwikowice Kłodzkie;dolnośląskie;kłodzki
57-500;Bystrzyca Kłodzka;dolnośląskie;kłodzki
57-520;Długopole-Zdrój;dolnośląskie;kłodzki
57-521;Gorzanów;dolnośląskie;kłodzki
57-522;Domaszków;dolnośląskie;kłodzki
57-530;Międzylesie;dolnośląskie;kłodzki
57-540;Lądek-Zdrój;dolnośląskie;kłodzki
57-550;Stronie Śląskie;dolnośląskie;kłodzki
58-100;Świdnica;dolnośląskie;świdnicki
58-111;Wiry;dolnośląskie;świdnicki
58-124;Marcinowice;dolnośląskie;świdnicki
58-130;Żarów;dolnośląskie;świdnicki
58-140;Jaworzyna Śląska;dolnośląskie;świdnicki
58-150;Strzegom;dolnośląskie;świdnicki
58-160;Świebodzice;dolnośląskie;świdnicki
58-170;Dobromierz;dolnośląskie;świdnicki
58-173;Roztoka;dolnośląskie;świdnicki
58-200;Dzierżoniów;dolnośląskie;dzierżoniowski
58-210;Łagiewniki;dolnośląskie;dzierżoniowski
58-230;Niemcza;dolnośląskie;dzierżoniowski
58-240;Piława Górna;dolnośląskie;dzierżoniowski
58-250;Pieszyce;dolnośląskie;dzierżoniowski
58-260;Bielawa;dolnośląskie;dzierżoniowski
58-262;Ostroszowice;dolnośląskie;dzierżoniowski
58-300;Wałbrzych;dolnośląskie;wałbrzyski
58-310;Szczawno-Zdrój;dolnośląskie;wałbrzyski
58-312;Stare Bogaczowice;dolnośląskie;wałbrzyski
58-320;Walim;dolnośląskie;wałbrzyski
58-330;Jedlina-Zdrój;dolnośląskie;wałbrzyski
58-340;Głuszyca;dolnośląskie;wałbrzyski
58-350;Mieroszów;dolnośląskie;wałbrzyski
58-370;Boguszów-Gorce;dolnośląskie;wałbrzyski
58-379;Czarny Bór;dolnośląskie;wałbrzyski
58-400;Kamienna Góra;dolnośląskie;kamiennogórski
58-405;Krzeszów;dolnośląskie;kamiennogórski
58-407;Chełmsko Śląskie;dolnośląskie;kamiennogórski
58-410;Marciszów;dolnośląskie;kamiennogórski
58-420;Lubawka;dolnośląskie;kamiennogórski
58-425;Leszczyniec;dolnośląskie;kamiennogórski
58-500;Jelenia Góra;dolnośląskie;Miasto Jelenia Góra
58-512;Stara Kamienica;dolnośląskie;jeleniogórski
58-520;Janowice Wielkie;dolnośląskie;jeleniogórski
58-521;Jeżów Sudecki;dolnośląskie;jeleniogórski
58-530;Kowary;dolnośląskie;jeleniogórski
58-533;Mysłakowice;dolnośląskie;jeleniogórski
58-535;Miłków;dolnośląskie;jeleniogórski
58-540;Karpacz;dolnośląskie;jeleniogórski
58-562;Podgórzyn;dolnośląskie;jeleniogórski
58-563;Przesieka;dolnośląskie;jeleniogórski
58-564;Sosnówka;dolnośląskie;jeleniogórski
58-573;Piechowice;dolnośląskie;jeleniogórski
58-580;Szklarska Poręba;dolnośląskie;jeleniogórski
59-100;Polkowice;dolnośląskie;polkowicki
59-140;Chocianów;dolnośląskie;polkowicki
59-150;Grębocice;dolnośląskie;polkowicki
59-160;Radwanice;dolnośląskie;polkowicki
59-170;Przemków;dolnośląskie;polkowicki
59-180;Gaworzyce;dolnośląskie;polkowicki
59-200;Legnica;dolnośląskie;Miasto Legnica
59-216;Kunice;dolnośląskie;legnicki
59-222;Miłkowice;dolnośląskie;legnicki
59-223;Krotoszyce;dolnośląskie;legnicki
59-224;Chojnów;dolnośląskie;legnicki
59-230;Prochowice;dolnośląskie;legnicki
59-241;Legnickie Pole;dolnośląskie;legnicki
59-243;Ruja;dolnośląskie;legnicki
59-300;Lubin;dolnośląskie;lubiński
59-305;Rudna;dolnośląskie;lubiński
59-307;Raszówka;dolnośląskie;lubiński
59-323;Miłoradzice;dolnośląskie;lubiński
59-330;Ścinawa;dolnośląskie;lubiński
59-400;Jawor;dolnośląskie;jaworski
59-407;Mściwojów;dolnośląskie;jaworski
59-411;Paszowice;dolnośląskie;jaworski
59-420;Bolków;dolnośląskie;jaworski
59-423;Pomocne;dolnośląskie;jaworski
59-424;Męcinka;dolnośląskie;jaworski
59-430;Wądroże Wielkie;dolnośląskie;jaworski
59-500;Złotoryja;dolnośląskie;złotoryjski
59-516;Zagrodno;dolnośląskie;złotoryjski
59-524;Pielgrzymka;dolnośląskie;złotoryjski
59-540;Świerzawa;dolnośląskie;złotoryjski
59-550;Wojcieszów;dolnośląskie;złotoryjski
59-600;Lwówek Śląski;dolnośląskie;lwówecki
59-610;Wleń;dolnośląskie;lwówecki
59-620;Gryfów Śląski;dolnośląskie;lwówecki
59-623;Lubomierz;dolnośląskie;lwówecki
59-630;Mirsk;dolnośląskie;lwówecki
59-700;Bolesławiec;dolnośląskie;bolesławiecki
59-706;Gromadka;dolnośląskie;bolesławiecki
59-708;Tomaszów Bolesławiecki;dolnośląskie;bolesławiecki
59-720;Raciborowice Górne;dolnośląskie;bolesławiecki
59-721;Iwiny;dolnośląskie;bolesławiecki
59-722;Warta Bolesławiecka;dolnośląskie;bolesławiecki
59-724;Osiecznica;dolnośląskie;bolesławiecki
59-726;Świętoszów;dolnośląskie;bolesławiecki
59-730;Nowogrodziec;dolnośląskie;bolesławiecki
59-731;Zebrzydowa;dolnośląskie;bolesławiecki
59-733;Wykroty;dolnośląskie;bolesławiecki
59-800;Lubań;dolnośląskie;lubański
59-816;Platerówka;dolnośląskie;lubański
59-817;Zaręba Górna;dolnośląskie;lubański
59-818;Siekierczyn;dolnośląskie;lubański
59-820;Leśna;dolnośląskie;lubański
59-830;Olszyna;dolnośląskie;lubański
59-850;Świeradów-Zdrój;dolnośląskie;lubański
59-900;Zgorzelec;dolnośląskie;zgorzelecki
59-916;Bogatynia;dolnośląskie;zgorzelecki
59-921;Sieniawka;dolnośląskie;zgorzelecki
59-930;Pieńsk;dolnośląskie;zgorzelecki
59-940;Węgliniec;dolnośląskie;zgorzelecki
59-950;Ruszów;dolnośląskie;zgorzelecki
59-970;Zawidów;dolnośląskie;zgorzelecki
59-975;Sulików;dolnośląskie;zgorzelecki
60-001;Poznań;wielkopolskie;Miasto Poznań
60-185;Skórzewo;wielkopolskie;poznański
60-900;Komorniki;wielkopolskie;powiat poznański
60-999;Komorniki;wielkopolskie;poznański
62-001;Chludowo;wielkopolskie;poznański
62-002;Suchy Las;wielkopolskie;poznański
62-004;Czerwonak;wielkopolskie;poznański
62-005;Owińska;wielkopolskie;poznański
62-006;Kobylnica;wielkopolskie;poznański
62-010;Pobiedziska;wielkopolskie;poznański
62-017;Swarzędz;wielkopolskie;poznański
62-023;Gądki;wielkopolskie;poznański
62-025;Kostrzyn;wielkopolskie;poznański
62-028;Koziegłowy;wielkopolskie;poznański
62-030;Luboń;wielkopolskie;poznański
62-035;Kórnik;wielkopolskie;poznański
62-040;Puszczykowo;wielkopolskie;poznański
62-045;Pniewy;wielkopolskie;szamotulski
62-050;Mosina;wielkopolskie;poznański
62-060;Stęszew;wielkopolskie;poznański
62-065;Grodzisk Wielkopolski;wielkopolskie;grodziski
62-066;Granowo;wielkopolskie;grodziski
62-067;Rakoniewice;wielkopolskie;grodziski
62-070;Dopiewo;wielkopolskie;poznański
62-079;Tarnowo Podgórne;wielkopolskie;poznański
62-081;Przeźmierowo;wielkopolskie;poznański
62-085;Skoki;wielkopolskie;wągrowiecki
62-090;Rokietnica;wielkopolskie;poznański
62-095;Murowana Goślina;wielkopolskie;poznański
62-100;Wągrowiec;wielkopolskie;wągrowiecki
62-105;Łekno;wielkopolskie;wągrowiecki
62-110;Damasławek;wielkopolskie;wągrowiecki
62-120;Wapno;wielkopolskie;wągrowiecki
62-130;Gołańcz;wielkopolskie;wągrowiecki
62-200;Gniezno;wielkopolskie;gnieźnieński
62-212;Mieleszyn;wielkopolskie;gnieźnieński
62-215;Skorzęcin;wielkopolskie;gnieźnieński
62-220;Niechanowo;wielkopolskie;gnieźnieński
62-230;Witkowo;wielkopolskie;gnieźnieński
62-240;Trzemeszno;wielkopolskie;gnieźnieński
62-241;Żydowo;wielkopolskie;gnieźnieński
62-250;Czerniejewo;wielkopolskie;gnieźnieński
62-260;Łubowo;wielkopolskie;gnieźnieński
62-262;Fałkowo;wielkopolskie;gnieźnieński
62-270;Kłecko;wielkopolskie;gnieźnieński
62-280;Kiszkowo;wielkopolskie;gnieźnieński
62-285;Popowo Kościelne;wielkopolskie;wągrowiecki
62-290;Mieścisko;wielkopolskie;wągrowiecki
62-300;Września;wielkopolskie;wrzesiński
62-306;Kołaczkowo;wielkopolskie;wrzesiński
62-310;Pyzdry;wielkopolskie;wrzesiński
62-320;Miłosław;wielkopolskie;wrzesiński
62-322;Orzechowo;wielkopolskie;wrzesiński
62-330;Nekla;wielkopolskie;wrzesiński
62-400;Słupca;wielkopolskie;słupecki
62-402;Ostrowite;wielkopolskie;słupecki
62-406;Lądek;wielkopolskie;słupecki
62-410;Zagórów;wielkopolskie;słupecki
62-420;Strzałkowo;wielkopolskie;słupecki
62-430;Powidz;wielkopolskie;słupecki
62-436;Orchowo;wielkopolskie;słupecki
62-500;Konin;wielkopolskie;Miasto Konin
62-511;Kramsk;wielkopolskie;koniński
62-513;Krzymów;wielkopolskie;koniński
62-530;Kazimierz Biskupi;wielkopolskie;koniński
62-540;Kleczew;wielkopolskie;koniński
62-541;Budzisław Kościelny;wielkopolskie;koniński
62-550;Wilczyn;wielkopolskie;koniński
62-560;Skulsk;wielkopolskie;koniński
62-561;Ślesin;wielkopolskie;koniński
62-563;Stary Licheń;wielkopolskie;koniński
62-570;Rychwał;wielkopolskie;koniński
62-571;Stare Miasto;wielkopolskie;koniński
62-580;Grodziec;wielkopolskie;koniński
62-586;Rzgów;wielkopolskie;koniński
62-590;Golina;wielkopolskie;koniński
62-600;Koło;wielkopolskie;kolski
62-604;Kościelec;wielkopolskie;kolski
62-610;Sompolno;wielkopolskie;koniński
62-613;Osiek Mały;wielkopolskie;kolski
62-619;Sadlno;wielkopolskie;koniński
62-620;Babiak;wielkopolskie;kolski
62-635;Przedecz;wielkopolskie;kolski
62-640;Grzegorzew;wielkopolskie;kolski
62-641;Olszówka;wielkopolskie;kolski
62-650;Kłodawa;wielkopolskie;kolski
62-652;Chodów;wielkopolskie;kolski
62-660;Dąbie;wielkopolskie;kolski
62-700;Turek;wielkopolskie;turecki
62-704;Kawęczyn;wielkopolskie;turecki
62-709;Malanów;wielkopolskie;turecki
62-710;Władysławów;wielkopolskie;turecki
62-720;Brudzew;wielkopolskie;turecki
62-730;Dobra;wielkopolskie;turecki
62-731;Przykona;wielkopolskie;turecki
62-740;Tuliszków;wielkopolskie;turecki
62-800;Kalisz;wielkopolskie;Miasto Kalisz
62-814;Blizanów;wielkopolskie;kaliski
62-817;Żelazków;wielkopolskie;kaliski
62-820;Stawiszyn;wielkopolskie;kaliski
62-830;Zbiersk;wielkopolskie;kaliski
